,ST
art.r,0.38520241677868816
lv.k_pas,0.22837952788883487
ao.r,0.18062528462133404
T,0.16202313140117577
ao.c,0.1266111989915077
lv.E_act,0.04354529729926657
lv.E_pas,0.019191195884443953
art.c,0.015553130144778254
ven.c,0.012116872236457278
la.k_pas,0.01025200986017084
ven.r,0.003935082960076019
la.E_pas,0.003576593233890084
la.v_ref,0.0034953591612648803
la.E_act,0.00339338358056972
mv.r,0.003300555711008385
av.r,0.0030080894157850134
lv.v_ref,0.002922090847156656
