,ST
art.r,0.3191056700310114
lv.k_pas,0.5082976353301365
ao.r,0.6579294911103879
T,0.7921511305763719
ao.c,0.8970371586171235
lv.E_act,0.933110533721012
lv.E_pas,0.9490087190766879
art.c,0.9618930931090046
ven.c,0.9719308355147496
la.k_pas,0.9804237066211994
ven.r,0.9836835700849431
la.E_pas,0.9866464569480974
la.v_ref,0.9895420486644789
la.E_act,0.9923531627540669
mv.r,0.9950873772754705
av.r,0.9975793096900295
lv.v_ref,1.0
