,S1
art.r,0.30134145241787874
lv.k_pas,0.1438467457196888
ao.r,0.13567394572470723
T,0.12891946141272934
ao.c,0.06855209383849024
lv.E_act,0.029533885122644914
lv.E_pas,0.01120226210123867
ven.c,0.00905749444900649
art.c,0.006393685043101777
la.k_pas,0.0048451354360764375
mv.r,0.0036592661941354495
la.E_pas,0.0015215381373529222
la.E_act,0.0012664779495113164
ven.r,0.0006998593476142382
av.r,-0.0011762140039578357
la.v_ref,-0.0016421525440688941
lv.v_ref,-0.002288983654853813
