,ST
T,0.34149514987270996
ao.r,0.5166568228286392
ao.c,0.64389194888125
lv.k_pas,0.7607420888020506
art.r,0.8454697977447561
art.c,0.8993195648961961
lv.E_act,0.9281029970440124
ven.c,0.9450367005865816
lv.E_pas,0.9600873720859565
la.k_pas,0.9694566899470679
av.r,0.9762158582306186
la.v_ref,0.9808747599150501
mv.r,0.9855124055110714
lv.v_ref,0.9899694582529167
la.E_pas,0.994236764905645
ven.r,0.9973310878834619
la.E_act,1.0
