,S1
T,0.379303609348096
ao.r,0.1777289925928224
ao.c,0.07270167572180929
art.r,0.04023345848063051
lv.k_pas,0.02029462025002574
ven.c,0.014294695087951743
lv.E_pas,0.00778012180987696
la.v_ref,0.0062531831924453034
art.c,0.004772887903645062
lv.E_act,0.004651399724112885
la.k_pas,0.004564675884717986
av.r,0.003090683135463719
la.E_pas,0.0007889370579913438
lv.v_ref,-0.000503370767242099
ven.r,-0.0021716455717293473
la.E_act,-0.0029888684852803367
mv.r,-0.003322476687587247
