,ST
T,0.43239262949234747
ao.r,0.22178533541083645
ao.c,0.16110193874842843
lv.k_pas,0.14795272868659065
art.r,0.10728010888076854
art.c,0.06818323020060708
lv.E_act,0.03644486288267318
ven.c,0.021441032484779455
lv.E_pas,0.019056784342811432
la.k_pas,0.011863196265087974
av.r,0.008558290061791875
la.v_ref,0.005898984950821617
mv.r,0.005872071022574299
lv.v_ref,0.005643408861153495
la.E_pas,0.005403157102264011
ven.r,0.0039179544698526
la.E_act,0.0033793098624800284
