,ST
T,0.5437476036731921
art.r,0.18564747351920202
ao.r,0.161598428362748
lv.k_pas,0.09730207724296767
ao.c,0.03145310670362631
lv.E_act,0.018891926207887797
ven.c,0.010666086177115359
lv.E_pas,0.008791713294662664
art.c,0.006155370143459749
la.k_pas,0.004361985943960144
av.r,0.0032721256579431196
mv.r,0.002383749295825847
lv.v_ref,0.0020544509328686033
la.v_ref,0.0018196589035026378
la.E_pas,0.0016881067056262375
ven.r,0.0012078940773020336
la.E_act,0.0008720194465718208
