,ST
T,0.5025794250800047
art.r,0.6741711707328527
ao.r,0.8235346707680554
lv.k_pas,0.9134698202924153
ao.c,0.9425415516937171
lv.E_act,0.9600031337734806
ven.c,0.9698616700181206
lv.E_pas,0.9779877457621813
art.c,0.9836770809738798
la.k_pas,0.9877088125587424
av.r,0.9907331992794368
mv.r,0.9929364703238294
lv.v_ref,0.9948353748187111
la.v_ref,0.9965172638410924
la.E_pas,0.9980775607359312
ven.r,0.9991940028256564
la.E_act,1.0
