,S1
T,0.5185472715237853
art.r,0.16505465377106376
ao.r,0.1448619452314933
lv.k_pas,0.056450013584529
ao.c,0.012434314872765192
lv.E_act,0.004539458723721366
ven.c,0.004480397346743837
lv.E_pas,0.0024876263379964027
art.c,0.0021537583884127967
la.v_ref,0.002028674366091471
la.E_pas,0.0005993641091214893
la.E_act,0.0005275427807675022
lv.v_ref,-0.00018683056633313154
mv.r,-0.0012774123509833725
ven.r,-0.0022927691701136853
av.r,-0.0029316030894112094
la.k_pas,-0.006727181032491144
